! MOLECULE
NS
! MOLECULAR WEIGHT
46
! NUMBER OF ENERGY LEVELS
514
! LEVEL + ENERGY(cm^-1) + WEIGHT + QUANTUM NUMBERS 
  17   14  10   2.322580e-07   115.443234     8.89
  18   15  10   3.717519e-06   115.489412     8.90
  19   14   9   5.577905e-06   115.524603     8.89
  20   16  10   2.324694e-05   115.556253     8.90
  21   15   9   1.952780e-05   115.570763     8.90
  22   14   8   1.743596e-05   115.571954     8.89
  23  108 105   1.574689e-07   116.122882   327.77
  24  107 106   1.574690e-07   116.122972   327.77
  25  109 105   2.519379e-06   116.146920   327.77
  26  110 106   2.519380e-06   116.146976   327.77
  27  108 104   3.780960e-06   116.179355   327.77
  28  107 103   3.780963e-06   116.179464   327.77
  29  111 105   1.575370e-05   116.181098   327.77
  30  112 106   1.575370e-05   116.181098   327.77
  31  109 104   1.323429e-05   116.203412   327.77
  32  110 103   1.323429e-05   116.203412   327.77
  33  108 101   1.181768e-05   116.214820   327.77
  34  107 102   1.181768e-05   116.214820   327.77
  35   17  11   6.748848e-05   161.297246    16.58
  36   18  12   6.197913e-05   161.298411    16.58
  37   19  13   5.999224e-05   161.301747    16.58
  38   19  12   7.348015e-06   161.330290    16.58
  39   18  11   5.511170e-06   161.335952    16.58
  40   19  11   1.530976e-07   161.367831    16.58
  41   20  16   1.540837e-07   161.590959    16.65
  42   21  16   5.548049e-06   161.636517    16.66
  43   20  15   7.398291e-06   161.657816    16.65
  44   22  16   6.798192e-05   161.697257    16.66
  45   21  15   6.244751e-05   161.703404    16.66
  46   20  14   6.044388e-05   161.703987    16.65
  47  113 111   1.307737e-07   162.615852   335.58
  48  114 112   1.307739e-07   162.616016   335.58
  49  116 111   4.707930e-06   162.633925   335.58
  50  115 112   4.707934e-06   162.634051   335.58
  51  113 109   6.277832e-06   162.650100   335.58
  52  114 110   6.277832e-06   162.650100   335.58
  53  118 111   5.767475e-05   162.658520   335.58
  54  117 112   5.767475e-05   162.658520   335.58
  55  116 109   5.296869e-05   162.668186   335.58
  56  115 110   5.296869e-05   162.668186   335.58
  57  113 108   5.127106e-05   162.674196   335.58
  58  114 107   5.127106e-05   162.674196   335.58
  59   23  17   1.483242e-04   207.436051    26.53
  60   24  18   1.409929e-04   207.436636    26.54
  61   25  19   1.390637e-04   207.438692    26.54
  62   25  18   9.157528e-06   207.470606    26.54
  63   24  17   7.326144e-06   207.475341    26.54
  64   25  17   1.144871e-07   207.509311    26.54
  65   26  22   1.150373e-07   207.732256    26.63
  66   27  22   7.364163e-06   207.777535    26.63
  67   26  21   9.205798e-06   207.792951    26.63
  68   28  22   1.491633e-04   207.834866    26.63
  69   27  21   1.417902e-04   207.838365    26.63
  70   26  20   1.398470e-04   207.838365    26.63
  71  121 118   6.754404e-06   209.111199   345.62
  72  122 117   6.754404e-06   209.111199   345.62
  73  120 116   8.443378e-06   209.121249   345.61
  74  119 115   8.443391e-06   209.121570   345.61
  75  123 118   1.367872e-04   209.130298   345.62
  76  124 117   1.367872e-04   209.130298   345.62
  77  121 116   1.300278e-04   209.135713   345.62
  78  122 115   1.300278e-04   209.135713   345.62
  79  120 113   1.282191e-04   209.139484   345.61
  80  119 114   1.282191e-04   209.139484   345.61
  81   29  23   2.760523e-04   253.570476    38.70
  82   30  24   2.669568e-04   253.570476    38.71
  83   31  25   2.650498e-04   253.572148    38.71
  84   31  24   1.095174e-05   253.606068    38.71
  85   30  23   9.126535e-06   253.610002    38.71
  86   31  23   9.129516e-08   253.645384    38.71
  87   32  28   9.165843e-08   253.868098    38.82
  88   33  28   9.165755e-06   253.913173    38.82
  89   32  27   1.099934e-05   253.925462    38.82
  90   34  28   2.773422e-04   253.968393    38.82
  91   33  27   2.682023e-04   253.970581    38.82
  92   32  26   2.662813e-04   253.970581    38.82
  93  133 123   8.721411e-06   255.581133   357.88
  94  134 124   8.721427e-06   255.581476   357.88
  95  131 121   1.046596e-05   255.588462   357.88
  96  132 122   1.046598e-05   255.588928   357.88
  97  135 123   2.638559e-04   255.596896   357.88
  98  136 124   2.638560e-04   255.596896   357.88
  99  133 121   2.551633e-04   255.600379   357.88
 100  134 122   2.551633e-04   255.600379   357.88
 101  131 120   2.532811e-04   255.602964   357.88
 102  132 119   2.532811e-04   255.602964   357.88
 103   35  29   4.611097e-04   299.699781    53.09
 104   36  30   4.501932e-04   299.699781    53.09
 105   37  31   4.482805e-04   299.700901    53.09
 106   37  30   1.273499e-05   299.736277    53.09
 107   36  29   1.091576e-05   299.739525    53.09
 108   39  34   1.095380e-05   300.043273    53.22
 109   38  33   1.278271e-05   300.053571    53.22
 110   40  34   4.629679e-04   300.097098    53.22
 111   39  33   4.520029e-04   300.098611    53.22
 112   38  32   4.500750e-04   300.098611    53.22
 113  139 135   1.063996e-05   302.044544   372.38
